alligator,0.5886018360923668
ant,-1.208326308336452
bee,-1.2102556044209594
bird,-0.8410833918441782
butterfly,-1.0729067060469573
camel,0.9086495598995171
cheetah,0.5556199010222918
chicken,-0.5455467411778648
chipmunk,-0.9219349516600045
crow,-0.5924394424967795
dog,-0.13772507741655235
dolphin,0.5621207498776796
duck,-0.6516558249988879
elephant,1.7824666624401853
goldfish,-1.0137086641794912
hamster,-1.0107162658006708
hawk,-0.3978853554307606
horse,0.9302012326341068
mammoth,1.6924235867922455
monkey,-0.011646655884267072
moose,1.1198357666018877
mosquito,-1.290253717076765
mouse,-1.028466085099091
orca,1.6484600465170132
penguin,-0.4154016178392674
pig,-0.05395944913630943
rhino,1.441055353845771
salmon,-0.6548676533828403
seal,0.28524877814483307
snake,-0.710461792942502
swordfish,0.20386472243543913
tiger,0.6823624337555142
turtle,-0.7227740957105587
whale,2.091104770822308
